52623 2472 18000 1.3426666
63985 3031 18000 1.3553333
79819 4183 18000 1.3846667
94899 4661 18000 1.3906667
115256 5370 18000 1.4546666
137037 5734 18000 1.556
157740 5900 18000 1.6606667
166566 6008 18000 1.7873334
169744 5901 18000 1.92
176912 6148 18000 2.0526667
179928 6327 18000 2.2346666
187794 6497 18000 2.4033334
192367 6547 18000 2.5686667
196944 6799 18000 2.6386666
198880 6692 18000 2.8033333
202960 6872 18000 2.9206667
209891 7162 18000 2.9726667
202029 6833 18000 3.174
206846 6986 18000 3.2633333
