81909 3414 27000 1.362
115411 6394 27000 1.323
158933 7120 27000 1.204
220832 8020 27000 1.119
271111 8070 27000 1.119
295122 8224 27000 1.151
283268 7886 27000 1.193
292836 8170 27000 1.288
309147 8536 27000 1.449
310474 9128 27000 1.58
312611 9632 27000 1.755
321190 9802 27000 1.842
314811 10014 27000 1.955
303737 10112 27000 2.009
296736 10237 27000 1.987
297688 10196 27000 2.074
316887 10702 27000 2.062
307800 10335 27000 2.028
306886 10435 27000 2.082
