218760 13242 67500 2.4026666
303455 18886 67500 2.1166666
369737 23310 67500 1.7226666
434904 27508 67500 1.5133333
483689 27631 67500 1.558
557126 26509 67500 1.6273333
642126 24044 67500 1.5746666
721101 22781 67500 1.614
715814 22159 67500 1.7106667
736818 22498 67500 1.9706666
780200 22233 67500 2.3146667
808215 20985 67500 2.5
826216 19550 67500 2.5273333
840771 18860 67500 2.5446668
835764 18691 67500 2.58
844139 18764 67500 2.6
850442 19220 67500 2.604
859965 18862 67500 2.6493332
872239 18716 67500 2.7133334
872701 19151 67500 2.846
862745 20476 67500 3.024
840714 22974 67500 3.182
836377 23704 67500 3.292
837281 24320 67500 3.332
839315 23883 67500 3.356
855754 24666 67500 3.3726666
834533 24644 67500 3.378
825938 25131 67500 3.4106667
848124 25994 67500 3.4326668
845935 25019 67500 3.5026667
857632 25035 67500 3.5393333
856708 24935 67500 3.5253334
845792 26015 67500 3.5873334
846915 26125 67500 3.584
816482 26018 67500 3.5986667
855141 25628 67500 3.638
850864 26739 67500 3.6
