128382 7951 45000 1.821
179552 11558 45000 1.769
202184 11692 45000 1.852
228759 12201 45000 2.241
284307 11939 45000 3.054
384630 10524 45000 3.54
458432 10664 45000 3.595
488174 11265 45000 3.608
490597 11017 45000 3.544
506674 10710 45000 3.62
486411 10508 45000 3.674
501777 10836 45000 3.864
519862 11047 45000 3.894
509688 10660 45000 3.917
491504 11452 45000 3.98
508464 12356 45000 4.218
502034 13458 45000 4.41
524234 13907 45000 4.64
517670 15479 45000 4.749
527430 15791 45000 4.725
539856 15790 45000 4.737
547728 15941 45000 4.812
