88718 5025 27000 1.697
152387 8415 27000 1.751
260318 11302 27000 1.545
343542 11149 27000 1.268
352747 10255 27000 1.243
353294 10113 27000 1.317
355393 10820 27000 1.509
357497 12262 27000 1.683
354696 13561 27000 1.744
357419 15079 27000 1.71
362516 15925 27000 1.671
368011 16986 27000 1.564
374678 17533 27000 1.52
378606 18251 27000 1.504
379394 18509 27000 1.493
380085 18456 27000 1.493
381304 18450 27000 1.495
381455 18525 27000 1.492
380909 18421 27000 1.494
