231936 14453 67500 2.6713333
338632 19702 67500 3.2306666
452618 22121 67500 3.4293334
605661 22929 67500 2.8393333
688071 19868 67500 2.7773333
707936 19600 67500 2.7973332
725619 20555 67500 3.0373333
776236 22332 67500 3.3673334
786970 23647 67500 3.7786667
796088 24636 67500 4.0433335
827755 24474 67500 4.296
831910 24999 67500 4.679333
819076 24850 67500 4.7686667
851965 25285 67500 5.114
852703 25153 67500 5.282
839745 25114 67500 5.4213333
860248 24982 67500 5.4666667
848392 24821 67500 5.7033334
854049 25054 67500 5.950667
856536 24923 67500 6.1466665
849563 24691 67500 6.306
873946 24622 67500 6.1953335
858912 24731 67500 6.254
868475 24357 67500 6.308
865441 24492 67500 6.4686666
866217 23987 67500 6.4766665
861035 24168 67500 6.5513334
886856 24321 67500 6.7873335
868320 24334 67500 6.7753334
866220 24385 67500 7.196
882516 23976 67500 7.3193336
876818 23309 67500 7.6753335
861888 23548 67500 7.6293335
888933 22610 67500 7.7173333
878497 22808 67500 7.9153333
880238 23211 67500 8.1206665
878448 23208 67500 8.318
872501 23988 67500 8.553333
