129184 8536 45000 2.007
192530 12313 45000 2.006
257974 16105 45000 2.2
305905 18042 45000 2.274
393283 17823 45000 2.099
452461 14340 45000 2.009
503020 13099 45000 2.105
539612 12359 45000 2.186
530931 12507 45000 2.281
530772 12772 45000 2.366
533390 12231 45000 2.46
541929 12627 45000 2.586
547841 12360 45000 2.663
564206 12679 45000 2.888
548291 13224 45000 2.903
561914 13068 45000 2.726
551947 12626 45000 2.539
559470 11913 45000 2.423
568140 11169 45000 2.226
560317 11036 45000 2.156
580228 10998 45000 2.214
559169 11413 45000 2.281
549498 11289 45000 2.318
572335 10811 45000 2.38
563553 10997 45000 2.4
565961 10938 45000 2.444
548926 10947 45000 2.497
562598 10861 45000 2.569
581591 10633 45000 2.579
565526 11038 45000 2.536
572246 10541 45000 2.56
582517 10735 45000 2.566
561190 11457 45000 2.556
570874 11738 45000 2.528
578475 12741 45000 2.5
547498 13741 45000 2.438
569951 14049 45000 2.443
564442 13976 45000 2.437
556337 14429 45000 2.411
567739 14393 45000 2.442
566591 14829 45000 2.423
560247 14122 45000 2.426
550774 15016 45000 2.413
562579 14739 45000 2.429
550485 14663 45000 2.429
575919 13862 45000 2.433
563738 14736 45000 2.415
570240 14249 45000 2.419
553533 14267 45000 2.456
553722 14013 45000 2.401
555620 13275 45000 2.427
567339 13537 45000 2.406
577263 12968 45000 2.434
580606 13066 45000 2.378
579221 13079 45000 2.402
582392 13034 45000 2.41
573965 13244 45000 2.378
575432 12779 45000 2.41
574332 12801 45000 2.401
583283 12839 45000 2.413
558958 13163 45000 2.427
573345 12948 45000 2.418
564824 13080 45000 2.424
569620 12866 45000 2.423
586438 12924 45000 2.376
552798 12844 45000 2.379
582725 12870 45000 2.41
563925 12624 45000 2.396
570013 12686 45000 2.402
581963 12779 45000 2.424
581152 12935 45000 2.422
596191 12742 45000 2.4
583666 13048 45000 2.411
554549 12830 45000 2.422
567392 12945 45000 2.404
571259 12922 45000 2.41
570267 12981 45000 2.402
569936 12808 45000 2.409
590226 12851 45000 2.402
567090 12855 45000 2.422
573791 12634 45000 2.406
555923 12616 45000 2.428
581951 12914 45000 2.412
578038 12993 45000 2.417
579111 12658 45000 2.414
575306 12975 45000 2.397
582386 12690 45000 2.414
575106 12786 45000 2.396
572927 12805 45000 2.426
584505 13046 45000 2.392
565726 12814 45000 2.423
572114 12891 45000 2.432
576261 13227 45000 2.427
584427 12868 45000 2.417
562401 13054 45000 2.429
592651 12790 45000 2.416
586954 13077 45000 2.409
561149 12429 45000 2.422
577133 12655 45000 2.435
